speed_limit,speed,licence_plate
140,136,E9X 0458
70,52,S5J 0493
130,111,Z0K 7560
90,86,Z4Y 7573
140,132,F8E 7184
70,59,R3W 3954
50,35,P4X 5750
40,34,F6Q 8913
150,135,E0W 6881
100,82,D9G 3250
120,100,S2W 1298
110,100,O6O 4608
70,70,Z6Z 0071
110,92,I4L 5257
140,136,B7T 6547
120,110,N9O 6212
140,130,J4B 4877
40,29,P0K 3185
120,113,W3K 0014
150,141,U2U 0788
70,50,T0W 0034
80,72,F5Y 8469
80,60,I0S 7325
100,91,F0A 7561
80,78,O2V 2529
80,61,M9V 8230
60,47,E5I 8269
150,137,S2O 8356
70,64,D7Q 2678
140,137,O5O 4068
110,103,D4U 6320
40,37,J2Y 2232
60,53,I8W 1546
50,31,D6M 1088
40,21,B7C 6932
70,60,E9Q 9749
100,83,M6G 3745
150,143,I6R 4816
50,31,S8J 6605
70,67,P3M 3792
40,25,J8F 5118
150,134,C5G 6139
140,126,M8N 8041
130,112,A3G 9217
90,70,K6M 6265
120,109,S4Y 8578
60,59,L0Z 3672
60,42,M0V 4307
70,64,E1Z 9970
100,87,Z6D 2730
100,106,L2H 0855
130,125,Q5Y 7430
120,116,H1R 6813
150,144,M2K 0847
40,22,N0I 4759
40,37,Y5I 1505
130,128,S7K 0461
70,50,W0P 2664
110,110,Y7R 6481
150,147,S1M 7209
110,105,Q0N 3747
40,24,O0Z 5019
120,119,G5E 6193
60,42,N0G 9115
70,66,C9B 1161
80,72,D3R 4533
150,130,X5J 7768
90,75,G5Y 7023
130,123,V9H 0220
70,62,X6D 9163
110,106,P8Y 3730
110,100,A6W 7689
150,142,G3H 5606
80,68,S5W 7514
150,136,S2H 1108
120,103,H9I 1185
60,51,T5A 1294
150,143,F5A 8030
90,77,W3J 9970
90,79,L1H 0623
70,56,C7D 1524
50,48,N1J 4620
60,60,J4Q 7080
140,127,R9D 4824
80,72,H3Y 3098
50,43,N1W 0170
120,108,K3Z 2100
100,94,E2E 5443
140,130,E3D 0555
120,107,W8B 4795
90,72,E0B 4423
110,110,H3T 0126
50,35,Z8J 2201
70,61,D4U 2000
80,61,T1I 7689
50,48,X1B 7401
70,60,L6R 5936
140,122,R8O 3137
120,111,K6Y 6423
70,60,M3T 0127
90,74,R7O 0688
150,130,B1P 9067
140,123,L7L 9855
40,29,A3Y 2214
100,97,E4X 4108
130,125,S5D 1848
90,75,V1I 9833
110,109,Y9V 4917
80,68,T6H 5567
150,131,L7P 8894
60,60,N1T 8453
120,117,L5M 8550
90,75,A7M 2606
50,45,Q3Z 3591
60,50,A1J 5864
130,120,E5H 7005
90,88,Q5J 9432
80,68,D7N 6306
40,35,G3R 8077
40,24,J0C 4297
120,101,K2T 3490
70,50,Q1K 6624
110,96,E5T 7167
140,134,L7O 5725
100,84,T4N 2282
120,101,T0Z 5469
50,41,Y0E 5548
40,34,D5W 9997
140,123,Y8X 0328
90,74,Y0U 4527
150,133,V3O 0752
130,125,U0S 2993
100,100,L6R 4332
70,50,V3Q 6730
70,54,N8D 0507
120,113,S9V 3483
130,123,Z1H 9460
120,100,G5L 6925
110,106,P7Z 6064
150,131,P5K 7252
100,96,E8E 8957
130,114,Q0E 7946
40,34,Z3L 1889
70,68,M7D 4458
130,118,X7T 1603
140,135,S8I 5376
100,84,U6A 9373
140,133,M0M 1965
70,53,L4I 2300
140,140,K1O 0189
70,58,C8W 4434
50,40,F3T 9345
100,96,P4A 1591
40,29,Z6E 4172
110,101,X0P 6215
80,67,E3Y 8024
50,42,X7I 5414
150,147,N7U 6517
110,110,V4I 9595
130,112,B9R 6600
120,107,Q5B 0533
130,121,Z3O 7336
50,31,L3C 3505
150,139,D1D 1485
120,103,B6T 5573
140,128,U2S 2052
120,101,D9N 3894
80,79,Q9X 5584
70,56,K6Q 3790
120,108,W7H 7362
100,96,T6I 0550
140,120,N7B 8401
120,113,K2A 4285
110,101,E2L 9390
130,121,G9Q 3566
120,113,U9W 5249
90,81,O2X 0857
90,77,X0H 5267
70,52,X8Z 9167
80,69,O5Y 9987
130,122,H8N 7062
50,36,C2T 5574
150,138,H4G 4727
140,133,P7L 6870
110,98,Y2E 1253
40,21,T6A 0554
100,93,U5A 1898
40,32,D7A 6735
140,127,J7Y 2071
100,85,W5O 4740
50,34,Q6V 4580
130,115,X3C 5216
50,37,Q2O 0577
120,117,Q3P 6991
40,31,K7U 9150
110,95,P5H 9263
70,50,F4Y 0269
120,112,L5K 6273
60,42,M5E 6678
70,66,Z2D 2791
150,144,B9P 0226
60,45,B4S 4493
130,127,G8U 8295
130,114,X6B 5401
80,69,X3K 2296
80,71,G1O 5756
130,122,Z2Z 3390
40,36,I0P 2917
90,85,V3M 4889
130,124,N4B 0125
150,146,Y6F 2678
50,37,D0N 6468
90,85,C4N 9941
40,20,X8P 1768
120,105,Y6Y 6091
100,80,Z1K 2667
130,125,W6T 9226
100,88,V9M 6968
150,135,B0B 2899
40,32,E9Z 4809
110,92,C4R 9869
80,65,Z8A 3960
150,149,M7Z 3147
130,125,R1X 8711
80,79,S8X 3630
50,49,M1T 0673
110,110,Y9R 9615
40,37,C8V 3497
80,77,M8P 5253
120,103,W4J 6019
100,98,R5K 0478
120,114,I8S 2834
120,108,C4A 8529
40,36,S7R 5544
60,57,J3W 6798
110,107,C6O 6282
110,109,X6D 9437
40,35,I5M 7135
70,66,S4T 7301
130,118,X4R 6795
100,83,T4H 8793
90,83,P2J 7290
110,108,P0K 8270
110,96,A6F 0954
140,134,K7U 7247
40,40,S5R 2261
90,90,V6L 4164
130,123,U9I 2948
120,100,K3L 0272
110,106,E2A 0624
50,34,Q9P 3404
50,32,G9O 3352
120,104,J3B 8502
100,98,M3Q 0331
40,22,Z6U 5735
120,118,P0C 0984
60,47,A2W 2373
70,62,A6G 1659
140,123,E5W 3171
100,87,D3S 2384
150,150,Z2C 3631
130,115,B3T 6871
70,65,N9M 7875
140,127,P8B 6010
110,98,T7P 2950
140,134,M1Y 2417
50,50,V8Q 6401
80,72,G8R 4209
80,68,M2H 5512
70,53,Y0D 3158
120,108,G5X 7655
40,36,S0S 8339
80,72,Z9J 3425
120,102,S7P 3913
110,91,I4B 7010
140,124,Z0L 4440
140,120,W4B 3854
110,99,R4N 2430
130,111,A1V 6553
70,52,S0T 9803
100,86,L4Y 4775
60,43,D3M 7849
120,108,Z4A 3267
110,103,A4Q 4888
90,89,H4E 0414
80,73,Y6K 3910
120,106,G9S 6245
100,99,B5G 6587
70,65,A8F 8606
100,92,Z6U 4108
110,90,D2Z 2957
70,62,V6B 4343
100,87,B2W 9710
70,63,K1P 9377
140,120,O1J 2720
40,29,R2A 8775
50,36,D8E 2445
110,95,L1B 2111
60,56,R8K 7360
140,135,R2R 4919
80,73,S9Y 4497
70,61,C9N 1622
120,125,M5B 3883
140,131,W3P 0728
60,43,Z6O 1922
130,119,U8M 7032
150,150,B3C 1312
50,42,U3X 7931
50,49,U7H 0922
110,107,D9D 4210
40,20,E4S 7638
70,52,I4B 1328
80,81,Z7X 4796
40,21,R7I 8865
90,83,B6I 0418
70,69,R7I 0072
150,143,A6P 2535
50,35,P2U 7141
60,68,H4B 8991
80,63,U0Y 6551
90,77,E7I 2540
120,107,Z1E 3851
50,35,M8L 5868
130,113,R2Z 5171
120,110,H0F 2971
110,109,X6H 9754
70,56,D8E 5355
120,108,L4C 0899
50,50,G6W 7063
120,108,G4I 7873
40,40,N8G 2949
150,147,H1T 6771
110,102,B6F 4949
130,124,R0C 5523
60,58,A1T 0825
110,104,B9W 5716
130,116,G0T 3884
90,70,P7E 1196
90,81,D3U 8642
150,136,G1M 7318
90,70,L7Q 8047
130,129,V8A 6950
130,123,G2X 0598
50,30,O6K 1064
60,41,Q5Y 9100
70,68,F4U 8586
110,96,A5L 6796
40,38,C3X 6625
140,133,X8J 2692
60,50,Z4Q 3619
60,52,P3Y 7692
110,90,Y2O 2197
90,77,U1C 5783
110,99,R1H 9600
100,94,B3F 3816
120,112,K6O 4646
70,50,D1G 5771
90,84,A0A 9301
90,88,H7N 0302
40,30,R7N 1623
70,70,W4B 9581
130,125,D2B 8429
50,49,K5U 3786
90,86,B7P 6321
90,74,A3N 9353
140,136,V7F 3369
120,105,F5H 2381
90,84,C6Z 5180
60,51,T3I 3499
120,109,G2E 9960
110,100,T0G 6084
90,72,Y3B 6626
150,143,T1Y 8223
80,67,S9B 1453
150,145,J7V 7688
150,146,U8B 4387
70,52,L4C 0493
110,109,C4Y 5643
50,46,G5Z 0890
150,143,Z8E 0730
110,98,J1B 7061
140,126,H3Z 3681
90,87,D2X 3753
150,140,Z3R 6520
120,103,Z4F 9606
110,103,L4X 3872
120,107,K5C 5868
70,61,D7Y 2012
90,76,R3L 5186
110,110,H7V 2049
100,108,A5F 0851
80,75,K3J 9217
70,52,P4E 6771
140,140,N0C 9269
70,63,S0S 9764
140,132,G6H 5894
80,61,V3J 6849
150,147,H8J 4852
40,30,H2S 0946
70,64,P2P 1894
70,63,J6I 0826
100,86,X7J 1030
150,137,Z6R 2552
110,99,M4B 4646
90,89,P5R 6757
100,97,L2K 3801
130,126,M5A 8106
70,59,W7P 3280
140,122,Z7E 1063
140,135,C3H 6614
100,89,G5J 8366
50,36,V0N 4775
90,76,Y8H 8565
140,133,D7R 5914
90,78,H3K 0840
70,56,N6S 3519
40,40,I2W 8966
80,80,S7G 4730
120,120,W8A 5602
90,81,U8H 1339
60,48,O4B 4895
130,120,B8T 9197
140,126,T5P 8804
40,39,A6F 6198
100,97,P9Y 9358
150,142,D6E 0970
50,45,T8A 8527
50,44,Q4O 5189
120,112,B2X 0595
130,130,A6L 3005
80,63,D7O 1840
70,66,E0I 9913
120,120,H6H 2105
40,35,Y7D 5153
70,68,F8H 9804
100,86,B5C 1643
90,74,Z2D 8362
60,53,Q0Y 5965
100,82,Z3B 6967
80,78,J7D 5970
140,134,F4T 3113
150,144,Q8S 3601
110,90,D8P 7046
50,34,P7B 2948
50,45,Y8F 9275
80,61,S8E 9811
70,65,I1N 2173
50,36,T5D 8672
50,43,E3E 1157
40,27,Y3M 9473
110,106,O1B 7625
60,54,P6R 7395
80,79,N6M 0913
90,88,T7B 8589
40,35,I1C 4823
150,138,I3E 5474
70,74,W9S 8530
80,68,X6V 9838
90,72,V4N 6226
100,82,F2W 9400
100,99,C7S 9256
100,81,O1Y 9624
150,142,W3A 6705
50,31,E5C 6921
140,131,X4J 6158
130,129,G3Z 4039
80,60,U7E 4993
110,90,G6E 7363
60,43,B4I 0214
150,133,T6E 3897
140,138,F5T 8922
90,83,F6H 3186
100,80,H2W 2130
150,130,L0S 8145
40,32,G9C 5349
70,59,L6P 8669
50,30,O6X 6953
150,137,W2Q 7361
40,25,O0O 5486
110,104,X9Q 2415
60,44,I3Q 2988
90,77,L1T 9104
100,98,H6P 5713
60,45,D3V 8072
80,68,O4Q 2532
50,49,Z4V 3196
70,50,O2W 0596
130,122,C5F 8928
150,148,K7C 4632
100,80,R2H 5936
100,97,Q6E 9753
110,106,M8J 0945
150,144,Y0T 2626
50,43,K3X 4483
140,136,V7H 5142
40,25,Y6B 1905
110,92,F0H 3856
70,70,I7D 2828
40,33,J5P 7594
130,124,H8O 5666
140,122,J2H 8561
140,136,N5D 8919
120,120,U3M 0370
130,115,P5S 6549
40,31,M4Q 6607
140,135,C3B 5502
140,131,E1J 2141
80,79,T5A 6325
100,92,R4N 1354
60,46,B6G 1852
150,136,Y2L 2974
100,82,J5I 5825
60,57,S6R 9785
100,88,A6G 3398
100,83,P4V 5135
70,67,L2L 0946
80,60,Q9Z 5088
110,107,U6A 8346
70,54,R7S 6928
70,50,C3Q 0268
130,110,Y7H 9366
110,98,O8L 2953
110,103,A6S 9103
130,123,O4G 2888
40,34,X1A 6886
120,110,H9J 7717
70,59,Q7D 6172
150,148,I6V 8011
100,96,F7Z 3833
130,123,T2S 5582
70,64,Y4G 4960
120,113,B4V 1709
130,116,H5A 4291
110,91,K3R 6884
50,39,J4F 9186
110,92,Z6B 6787
130,130,M4F 4265
110,99,R2I 2018
120,115,I8E 9196
90,70,T7D 1177
70,63,O6A 7362
40,24,N8Y 5276
80,63,Q3M 0370
150,143,N9L 0769
60,50,B6H 6956
110,114,Q3V 1363
110,94,O3D 9149
90,84,S5S 6573
140,138,H3Q 5420
110,106,E8E 9220
130,111,F6G 5589
130,112,Z6E 7167
60,52,P8Z 0793
130,114,G1L 7226
60,51,O9R 3996
140,125,D8P 2776
120,113,B2B 4550
120,106,G0A 9108
60,53,Z1O 3206
150,142,O1X 4151
80,73,P6D 0805
60,44,Y8Z 3217
80,77,C4V 1371
120,113,L0I 7486
60,43,E0Y 6324
130,127,W3K 1805
110,97,G8Z 2398
110,92,O2G 4682
140,126,U8A 2639
60,49,Y2O 9981
80,75,V4S 1770
140,137,B9D 0454
100,84,V6X 5230
50,42,S7Q 1425
60,51,K9S 7936
50,45,E9E 8774
120,101,P9V 5462
70,50,M5N 8795
100,92,Y3X 9290
60,49,J8S 2160
80,60,D0D 8983
130,124,M5O 0903
150,141,G7T 6447
110,107,Z6Z 6795
90,85,L9E 1653
90,86,G3L 1504
110,101,T9X 5971
110,101,D4A 9758
40,38,V7L 6951
50,34,T7S 9986
70,68,P6N 5878
140,135,Z1E 6550
60,52,P7X 8571
40,25,P2C 9470
130,127,L8P 7231
150,142,K3Y 8939
90,77,F8P 3392
50,36,I6S 7823
40,35,M4X 8004
130,127,O6C 0173
60,42,A3V 7320
150,133,T1X 5537
80,61,J9Y 3555
120,102,V4L 0900
90,85,S1W 9226
140,135,B0G 9935
140,134,E9R 4464
140,131,J3Y 0661
110,94,G1T 3289
150,130,R3G 2695
60,50,P7A 3844
110,92,A1N 1906
120,111,Y2D 9239
130,118,U2I 4951
100,87,B0V 4156
120,115,S5O 4511
150,147,D5O 0622
70,61,O0U 9526
110,94,Z0K 0735
120,101,D8R 3077
70,65,K3I 3626
130,117,P6Z 2172
120,104,U1W 4699
50,42,U4V 5297
120,100,X5U 9939
120,116,S9Y 7440
110,98,I2V 2998
80,74,G6C 8866
130,110,N8K 3089
140,129,L6Q 1897
150,142,V9L 5317
60,52,R1L 2492
40,23,Z7T 8952
100,96,E1X 9445
150,131,O0G 0090
110,97,I7Z 3002
90,73,Q3L 2479
150,143,W8U 9585
100,81,F6D 7060
120,115,M6F 6355
80,68,R8G 8542
120,120,G6F 3652
130,115,F7V 7894
70,63,F6F 7126
140,135,C6L 4995
120,107,R4W 6351
50,50,X8B 8227
90,78,P6G 9328
110,94,I2A 9571
100,97,B0D 3799
130,111,G6B 5437
130,117,V1O 6325
120,116,C5Y 6151
60,60,T2Z 0082
50,49,S6I 5674
90,85,P4F 6243
50,53,U8T 0204
60,59,K8R 4396
130,110,S9J 3841
70,57,P5B 1994
140,122,A1J 2342
60,48,L0H 8230
70,53,U9R 7373
50,42,C0Q 3478
120,110,O8B 2983
140,127,D2E 6641
50,50,N0S 8031
50,41,T5J 1094
40,24,B4G 4084
60,56,E7I 2344
120,119,G6E 2965
60,47,T0K 5127
150,131,M4I 4747
70,53,F5Y 3733
150,143,T3G 4920
70,51,A9F 1471
40,26,D9J 6773
130,110,G8O 6327
150,147,L3T 8627
130,114,E6V 4392
80,67,R3N 8544
140,122,V2Q 9457
100,92,G4U 3080
110,97,V6F 4611
100,91,J6W 8380
110,103,Q7S 5437
140,132,D4S 8165
60,52,I9O 0842
150,132,Z6P 6750
70,51,K4B 8353
80,67,P3W 9316
120,109,X8G 3790
140,132,M7P 0039
50,40,P6Z 7278
60,49,X9R 6747
130,112,K6X 1224
50,30,C7Y 4401
50,49,X5E 3672
110,101,N4T 2020
140,121,Q3H 8473
90,73,L2O 6238
120,108,O4U 9169
80,79,M4Q 9182
50,49,Q8L 9478
90,80,R9X 6069
120,109,B6S 1033
50,30,M5O 4899
60,52,E2H 7795
150,131,R0A 7688
110,101,U2P 8098
110,109,U4V 2078
50,41,O9N 6430
100,86,U6Y 9303
80,65,A0G 8335
60,47,D9Q 2965
140,137,V2P 7660
50,35,K8N 2558
120,113,C7V 9489
40,25,A6X 9274
130,125,D0J 6441
80,68,P5A 3586
60,53,O1G 1257
90,79,T6G 0540
130,128,J6Q 9082
110,105,O4D 7815
60,58,Y2D 6296
40,24,B0O 5651
150,149,C2U 8011
120,117,I1C 2678
70,68,L0G 9204
130,111,L2K 7417
120,110,L8W 0458
50,49,O2B 9224
60,48,N1L 7929
90,71,K2X 7171
150,147,X9Q 8364
100,80,A6H 9868
40,28,G7Y 5656
110,102,L8K 5482
120,110,L3N 9807
100,91,O9Y 2649
60,43,X6Q 2628
120,103,V0M 0215
120,107,U8V 7138
130,124,J1U 9242
130,116,F2K 2916
40,26,O9I 7265
110,107,Z5I 6993
120,118,V5G 8404
80,73,Y2I 9433
140,120,J5Z 0767
110,105,I7Z 6713
90,74,Y5G 7530
120,102,S6P 6267
130,133,P9C 9735
90,78,X3L 9707
50,37,X7F 8343
80,63,S2Z 3080
80,69,R0C 6971
90,86,F3G 4709
60,57,Q8A 7765
50,33,E9C 1148
70,51,S2H 1884
70,62,U1N 0275
80,61,H5A 2779
120,120,I4Q 7369
120,105,S3D 3239
80,70,E1G 3279
70,58,Z2D 2160
110,93,W5P 1278
150,136,F3O 2106
150,145,T0Y 9674
90,81,U1A 8430
60,49,S0X 9028
70,62,J2U 3811
60,57,E4S 9230
50,42,W0N 0002
40,27,W6Y 6555
140,138,D8U 8229
50,44,V7G 9552
150,150,V6V 8562
130,120,F3O 5507
120,103,O0K 8962
100,86,R6A 3378
120,109,F6B 3564
70,58,R9K 5301
120,103,O9K 0398
90,70,D8L 9474
120,100,Q8G 9090
150,143,D7X 0688
50,45,W9K 1162
110,109,P5H 1251
130,136,B9W 8024
60,53,G5K 4063
50,35,D1O 2574
40,20,B9K 2790
130,126,X7L 1495
150,136,U0N 1948
70,53,R1S 0289
130,112,W4V 0271
130,110,R1X 0018
70,59,M1B 3479
110,95,J5K 0281
70,64,T3P 7411
130,123,O0O 5824
80,62,C5X 6683
120,118,R1P 3119
130,127,U1F 3390
70,52,B2Y 4825
110,93,W8N 2624
120,104,U4U 3927
40,34,W3Z 6051
90,89,L7L 3092
150,147,U6V 4548
70,58,A5F 6932
90,84,K1H 3946
40,29,C3K 1951
110,97,U3Y 5360
80,61,P7V 9332
50,42,F6C 9609
90,78,R5J 3645
60,41,M5X 1008
140,140,F6Y 0823
140,136,Q1I 0235
140,135,H9G 0375
70,50,W7G 3440
70,65,N0R 5731
100,100,K9P 0202
50,55,P9M 3712
150,132,R6S 2833
110,92,T7I 7835
140,140,X1U 6682
150,155,A7N 0989
90,74,Z2O 9817
110,93,B8K 7368
70,59,R6M 7049
80,62,P0V 0858
130,125,L7W 4316
40,36,H8R 8489
100,81,U6U 9214
70,58,J1Y 1372
110,97,N9L 1639
50,38,Y9B 9221
110,92,U6A 7325
80,75,C6N 6199
150,142,O5I 7860
140,121,W3Q 0702
50,31,J1I 0353
150,145,C0Y 7058
70,50,T8Y 0921
70,53,R6M 0106
120,107,R2L 1782
120,103,I8H 2140
130,123,W4O 6061
110,104,P7E 5026
80,76,Q3W 0576
60,53,I0V 6150
110,93,Y4S 4102
130,121,J8J 5519
50,36,A0O 7363
120,113,G6R 6515
40,38,K6H 3140
60,57,F5Z 7642
150,134,U3J 5053
60,48,Q3D 2402
90,87,D2M 7330
40,30,M1D 5433
50,34,N7K 4055
60,50,M4J 3348
110,92,T5W 0975
40,32,O5X 6369
150,144,B5F 5123
50,39,P0G 0732
60,44,V1E 7605
80,63,W7T 6552
90,87,H4F 8917
70,60,B1H 1183
100,96,W7U 8445
120,112,U6I 3227
150,143,N8B 9717
80,74,S1L 3791
50,49,U5K 1677
60,53,P1O 9709
100,86,Z0A 7043
150,150,S5S 1243
130,126,W8R 2989
70,66,X4W 7775
110,104,N4P 6858
80,73,R8F 4873
100,95,K2P 6930
90,80,V9X 5083
40,25,Q6M 1635
70,57,Y0K 6989
70,64,A6D 2259
110,110,I2N 3827
60,43,X4Y 5251
60,58,X2V 6157
50,38,I9G 1326
120,119,U2W 5877
90,86,V8E 9161
70,53,O3W 1664
150,146,R9R 1317
70,59,K4U 9000
80,75,R8N 5375
50,47,L2B 2054
130,121,M3G 5684
80,70,M8Q 2513
80,72,I7G 5794
40,22,Q8C 9137
100,97,A6V 9717
130,118,Q2C 4662
100,91,G7G 5409
110,103,X7Y 8928
70,50,G9D 8768
90,83,L6Z 4517
110,95,Z7X 2045
40,37,A4D 2345
110,92,U8H 9408
40,25,M4T 6314
110,110,W9J 6982
80,80,T8N 9593
100,96,W2P 1394
80,69,P7J 7461
120,101,M5V 1403
100,95,S1O 3709
110,101,P4T 1727
150,130,I5V 0028
90,86,S8Z 9139
70,70,C3G 6298
130,130,K8O 5118
100,90,W2O 9745
90,80,X7L 5397
60,42,T9G 2688
150,148,H5W 8157
80,64,M6R 7803
70,58,H5B 3778
80,76,C2Z 5737
40,40,K9P 1964
140,124,S6N 4553
100,96,M3W 3674
50,34,E3W 5420
60,43,B6W 9259
100,91,J8D 1914
110,103,W1R 2337
90,89,L2I 0075
130,118,R6S 1364
140,125,J8F 2160
140,136,N5Z 3434
150,145,A3F 1548
100,89,H2D 9215
90,78,L8Q 7275
40,34,P7K 2655
100,93,T0Q 0297
140,134,F2R 1080
50,42,B6N 4911
60,53,Z4L 4819
50,47,T1J 5233
100,99,V3T 7079
130,118,F8C 9054
80,72,Y8H 6105
60,56,Q4N 3003
140,136,A3F 6905
120,100,C1T 5732
40,29,M4G 7102
50,44,C2E 0639
80,64,Y0A 1429
130,110,A5I 7349
70,59,Q9Y 2776
40,21,U7F 3835
40,30,O0K 3841
110,94,Q9V 8736
50,43,L1D 2325
70,57,Y0O 4577
40,20,L7B 0994
90,84,Z8K 0982
100,83,Z4L 1917
80,72,K5T 5498
100,87,V3N 8716
90,78,V5U 9521
120,127,F0O 0449
70,55,P6Y 9033
130,120,R9D 5187
100,96,R2T 8350
70,54,E2D 1481
100,81,B2Q 0425
140,125,C5Y 1506
150,142,X3E 0712
90,76,J0R 7653
70,60,G9A 7086
110,94,E9H 1078
50,43,U9K 6550
90,87,W5C 7983
90,70,Y1U 2025
140,120,Z1E 4869
70,70,V7G 0666
90,88,Y9N 7525
90,82,L1F 8860
100,92,D1Q 7979
50,49,J6N 1607
70,67,R0B 7212
60,57,S6J 2810
40,29,U1S 2337
130,129,Q6J 5263
150,136,E7I 8801
150,130,V1P 2251
100,94,Z8A 0665
50,42,P7A 0381
140,123,F9B 8580
90,72,Q2J 5487
80,79,S9K 5337
60,44,K4U 7806
70,57,J4T 0329
90,77,J1I 9227
100,97,Y1I 5463
90,88,X1I 0854
120,114,Q6L 2782
150,148,L3V 6854
140,134,S2N 2682
120,100,V1O 0703
120,106,R9Q 8485
60,51,B1L 2941
90,89,T1I 9813
100,108,C6L 8448
100,93,A6P 8017
120,106,D0W 3536
140,124,N4P 3082
120,111,B8T 6796
60,41,T4V 1761
150,132,P2N 2728
130,116,Q5V 3097
40,40,B1H 8782
50,48,F7N 2765
120,107,F6A 1322
80,77,J5J 4775
50,46,V5F 6888
130,111,L9G 8747
130,116,H2U 3560
130,126,K3L 1900
150,138,C5T 1229
120,106,W6O 6740
70,50,M6T 0617
130,128,O6K 2840
120,120,L6U 1431
50,47,K0E 0321
90,81,G4F 1742
130,118,E3M 1555
100,100,X2Q 1644
80,79,F1K 0908
110,107,H8S 0801
80,75,O7D 9607
90,79,H8I 4956
140,138,B4A 4691
130,122,L7L 0205
70,66,F9M 7287
40,39,S7B 3836
100,96,F2K 8473
90,73,H5O 3580
110,105,V3S 3905
70,52,Y2H 7798
100,89,F0H 0429
90,72,U4B 5550
130,113,A4K 5938
90,74,V0Y 3495
50,42,K7L 2998
40,34,H1I 8102
120,107,L9V 7318
90,77,S3J 8747
120,114,U0A 6037
80,78,B8N 3277
60,46,H3Y 0207
70,64,K9H 9980
140,129,C6H 9042
90,88,T7P 3431
70,50,P8D 0898
40,35,G9P 9355
120,106,I6H 9513
50,41,N1Z 5556
80,72,P7A 5314
150,131,B2E 6917
80,77,U0T 5098
70,66,Q3W 4403
70,61,J2D 9103
120,109,G5V 5025
80,61,O4R 6016
140,132,Y5W 7516
120,113,C2V 7774
150,134,G1Q 2389
50,50,O8Y 6177
40,31,F1X 2423
90,74,U9U 3555
150,135,R7D 7875
150,133,T3D 0192
60,58,Z9T 7644
140,135,O5X 4334
40,37,I2T 2946
80,75,L4S 1598
120,103,S0V 3922
120,110,E1T 5562
150,150,W1N 8872
80,76,S0D 2855
120,114,F3J 7962
50,39,U6Q 1356
130,120,E1I 3195
100,97,B1F 1014
110,109,H4I 6741
90,77,H8A 2806
50,33,S2Q 8862
70,58,G0I 2810
40,22,Z4M 1637
50,30,J7S 9444
90,72,C2M 7457
110,90,R9N 7087
90,84,U3E 1092
50,50,J5B 5025
60,47,J5W 6102
110,94,L0I 2356
80,68,T7M 9550
100,86,K9I 6268
130,118,J4J 1743
90,70,M0R 9121
120,109,N1L 7450
90,72,J2E 3686
120,116,S9F 0932
70,53,Q1A 1700
90,79,Y2E 5040
110,99,U9I 5000
130,114,U9G 9875
40,21,T0E 4075
50,33,Q7W 6379
150,134,K6C 4167
70,61,E1I 6186
90,73,D1W 0928
120,110,Q8C 1622
140,136,M7S 5499
130,121,K1D 4507
150,142,Y1Q 2384
50,30,H8H 8088
60,52,V4F 2298
100,91,Y6P 0576
80,72,W5Z 0475
120,103,N5X 2347
140,125,A0N 7245
50,34,H2W 7367
110,94,V7O 8140
110,109,H8O 9591
60,40,X3B 4545
40,32,G3O 5333
140,128,V4E 8581
40,28,J3I 2325
130,114,A7T 9948
130,120,K9Q 0264
100,82,K1A 7851
150,141,Y3M 5799
140,145,U4E 8480
100,103,C4T 4753
100,81,S9M 3314
90,83,H5P 9355
130,123,Z7M 3398
60,40,L1H 8472
40,39,L4Z 0340
130,124,J7Q 4716
130,110,H0P 3156
80,76,N8V 7543
130,112,L3M 8278
70,50,O9J 6007
50,35,D6R 1308
90,77,A5F 5702
150,141,J0N 9811
40,22,W7V 4381
150,139,N9P 0610
40,30,J2B 4702
150,149,V8E 6542
110,110,Z2H 8365
130,121,X5E 2875
110,100,O7L 7307
50,44,M2Z 7004
130,121,G2H 6472
100,96,X9I 1244
130,123,M6K 1319
80,77,Y8S 0114
120,108,I1T 7992
100,81,I2I 5064
150,150,B1R 0073
120,109,M1B 0895
130,119,C0H 6140
120,106,Y2D 5092
50,40,C9Q 1696
150,142,O9B 6624
60,59,C5A 6325
140,121,B1K 9337
130,123,O5K 0660
80,71,K4Z 1976
60,47,Z7S 2730
150,137,S2Q 0869
40,37,B3J 2951
70,64,E0S 3233
40,35,X0V 2102
80,72,H5I 1320
100,90,A7O 5965
100,87,B1D 5386
100,85,F2S 8307
80,75,C4P 7830
100,86,X6W 6151
140,122,B3C 3894
40,39,D8O 4759
110,109,H3N 8617
150,142,Q1L 4114
60,49,N9K 0819
90,88,S4F 2384
150,148,O8H 9490
90,72,I6B 2258
90,79,J0P 8838
100,89,C8W 5997
60,44,P1O 7946
120,113,G2X 1103
150,136,B2Z 2405
110,94,L6L 4564
120,113,G3T 9425
70,50,W9C 4684
60,42,Y6W 4258
120,104,F2Q 1312
80,60,Z7W 8536
80,62,R2R 8469
130,139,E2Q 5190
150,145,F0C 4299
110,107,I8W 2660
60,59,G6N 7007
90,75,B2Y 2638
60,45,T9J 4072
40,38,C1C 1266
50,49,M3V 9847
80,66,C6D 4225
120,101,H5K 5326
80,77,B9S 1122
140,122,M4A 6057
120,117,H4J 1078
60,50,M5O 1130
100,89,G4T 5927
120,100,H4N 1167
150,150,A4Y 9143
150,136,Z7Q 5403
140,130,K8V 0334
90,87,V3D 7928
140,123,H9F 3335
